SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
TEL-11,EL,00-CAM-01,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-02,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-03,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-04,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-05,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-06,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-07,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-08,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-09,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-10,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-11,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-12,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-13,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-14,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-15,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-16,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-17,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-18,CCTV,,Hold (Matrial Shortage),Material Shortage
LS-02,EL,00-ELP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-02,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-03,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-LP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-RP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-SLP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
2000-03,PI,2000-03-PDT-04-549,PI_TP,,PDT-2283 0067|HOLD MATERIAL|1.1/2 PIPE INCONEL600,HOLD MATERIAL
2000-03,PI,2000-03-PDT-04-549,PI_TP,,PDT-2283 0068|HOLD MATERIAL|1.1/2 PIPE INCONEL600,HOLD MATERIAL
2000-03,PI,2000-03-PO-03-780,PI_TP,,ISO-48076  B7-2H-GALV-7/8x155   12PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47024  60AF45K-1.1/2   1PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47025  60AF45K-1.1/2   1PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47024 0002|HOLD MATERIAL|60AF45K-1.1/2,HOLD MATERIAL
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47024 0003|HOLD MATERIAL|60AF45K-1.1/2,HOLD MATERIAL
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47025 0002|HOLD MATERIAL|60AF45K-1.1/2,HOLD MATERIAL
2000-03,PI,2000-03-PO-04-888,PI_TP,,ISO-47025 0003|HOLD MATERIAL|60AF45K-1.1/2,HOLD MATERIAL
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48088 0011|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48088 0014|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48090 0012|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48090 0015|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48090 0018|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48090  603604F-10   1PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48088  B7-2H-GALV-1x180   12PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-05-889,PI_TP,,ISO-48089  B7-2H-GALV-1x180   12PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-06-890,PI_TP,,ISO-47021 0004|HOLD MATERIAL|HOLD EQ-X-2001/B,HOLD MATERIAL
2000-03,PI,2000-03-PO-06-890,PI_TP,,ISO-48090 0002|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-06-890,PI_TP,,ISO-48090 0005|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-06-890,PI_TP,,ISO-48090 0008|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-03,PI,2000-03-PO-08-892,PI_TP,,ISO-48091  9538Q4Q-1.1/2   1PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-PO-08-892,PI_TP,,ISO-48087  B7-2H-GALV-7/8x205   8PCS,MATERIAL SHORTAGE
2000-03,PI,2000-03-VA-02-681,PI_TP,,ISO-48098 0005|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48112 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48112 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48112 0006TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48113 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48113 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48113 0006TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48114 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48114 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-03-808,PI_TP,,ISO-48114 0004TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-BFW-04-809,PI_TP,,ISO-48113 0018|HOLD MATERIAL|LG-2374,HOLD MATERIAL
2000-04,PI,2000-04-HHPS-03-894,PI_TP,,ISO-48049  850257Q-1/2   1PCS,MATERIAL SHORTAGE
2000-04,PI,2000-04-HHPS-03-894,PI_TP,,ISO-48050  850257Q-1/2   1PCS,MATERIAL SHORTAGE
2000-04,PI,2000-04-HHPS-04-895,PI_TP,,ISO-48045  850256Q-1/2   1PCS,MATERIAL SHORTAGE
2000-04,PI,2000-04-HHPS-05-1045,PI_TP,,ISO-48045 0048ATN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-HHPS-05-1045,PI_TP,,ISO-48045 0048TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-VA-05-653,PI_TP,,ISO-48133 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-04,PI,2000-04-VA-06-686,PI_TP,,ISO-48132 0003TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-PRC-17-770,PI_TP,,ISO-28039 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-PRC-17-770,PI_TP,,ISO-28040 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-PRC-22-881,PI_TP,,ISO-47040 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-PRC-22-881,PI_TP,,ISO-47040 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-RFG-04-244,PI_TP,,ISO-14066  L7-4-GALV-7/8x306   12PCS,MATERIAL SHORTAGE
2000-05,PI,2000-05-SG-01-321,PI_TP,,ISO-34152 0019ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-01-321,PI_TP,,ISO-34152 0019BTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-01-321,PI_TP,,ISO-34152 0076ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-01-321,PI_TP,,ISO-34152 0076BTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-01-321,PI_TP,,ISO-34115  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
2000-05,PI,2000-05-SG-02-821,PI_TP,,ISO-34118 0026TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-02-821,PI_TP,,ISO-34168 0032ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-SG-02-821,PI_TP,,ISO-34168 0033ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-VA-01-571,PI_TP,,ISO-27055 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
2000-05,PI,2000-05-VA-01-571,PI_TP,,ISO-27055 0013TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-03-460,PI_TP,,ISO-34117 0019TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-03-460,PI_TP,,ISO-34172 0011ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-03-460,PI_TP,,ISO-34172 0018ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-05-816,PI_TP,,ISO-34116 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-06-817,PI_TP,,ISO-34162 0026ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-06-817,PI_TP,,ISO-34162 0027ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-07-330,PI_TP,,ISO-34167 0005ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-07-330,PI_TP,,ISO-34167 0006ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-08-629,PI_TP,,ISO-34161 0080ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-SG-08-629,PI_TP,,ISO-34161 0081ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-01,PI,3000-01-TC-05-866,PI_TP,,ISO-34190  STR_34190   1PCS,MATERIAL SHORTAGE
3000-01,PI,3000-01-TC-05-866,PI_TP,,ISO-34191  STR_34191   1PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-BFW-02-806,PI_TP,,ISO-31107 0002TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-BFW-02-806,PI_TP,,ISO-31108 0002TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-BFW-02-806,PI_TP,,ISO-31109 0002TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31011 0033|HOLD REAINSTATMENT|PUNCH C,HOLD SEQ.
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31012 0001|HOLD MATERIAL|54022FF-4X2,HOLD MATERIAL
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31012 0003|HOLD MATERIAL|MISS SP 1,HOLD MATERIAL
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31012  54022FF-4x2   1PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31011  B7-2H-GALV-5/8x90   4PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-CBD-02-1080,PI_TP,,ISO-31012  B7-2H-GALV-5/8x90   4PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-MPS-01-731,PI_TP,,ISO-31047  B7-2H-GALV-5/8x90   4PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-MPS-07-533,PI_TP,,ISO-31047 0057TN|TIE IN JOINT|J-3002 & R-3001,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-MPS-07-533,PI_TP,,ISO-31048 0057TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-01-553,PI_TP,,ISO-31077 0007TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-01-553,PI_TP,,ISO-31078 0023TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-01-553,PI_TP,,ISO-31078 0027TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-01-553,PI_TP,,ISO-31078 0041TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-01-553,PI_TP,,ISO-31078  883003Q-3/4   2PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083  883003Q-3/4   2PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31074 0007TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0039ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0065TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0069TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0081TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0085RWTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-02-554,PI_TP,,ISO-31083 0086TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-03-555,PI_TP,,ISO-31068 0007TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-03-555,PI_TP,,ISO-31069 0051TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-03-555,PI_TP,,ISO-31069 0055TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-03-555,PI_TP,,ISO-31069 0068TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-03-555,PI_TP,,ISO-31069  883003Q-3/4   2PCS,MATERIAL SHORTAGE
3000-02,PI,3000-02-SG-10-390,PI_TP,,ISO-34171 0038ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-10-390,PI_TP,,ISO-34171 0039ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-16-1081,PI_TP,,ISO-31070 0039TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-16-1081,PI_TP,,ISO-31070 0044TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-16-1081,PI_TP,,ISO-31073 0043TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-16-1081,PI_TP,,ISO-31073 0048TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-SG-16-1081,PI_TP,,ISO-31079 0044TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31127 0001A|HOLD MATERIAL|LG-3044,HOLD MATERIAL
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31127 0002CMTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31128 0001A|HOLD MATERIAL|LG-3044,HOLD MATERIAL
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31128 0002CMTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31129 0001A|HOLD MATERIAL|LG-3043,HOLD MATERIAL
3000-02,PI,3000-02-VA-04-754,PI_TP,,ISO-31129 0002CMTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-WWO-01-740,PI_TP,,ISO-31131 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-02,PI,3000-02-WWO-01-740,PI_TP,,ISO-31131 0003TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PG-02-655,PI_TP,,ISO-32036 0033ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PG-02-655,PI_TP,,ISO-32036 0033BTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PMC-07-813,PI_TP,,ISO-32096 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PMC-07-813,PI_TP,,ISO-32096 0004TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PMC-08-832,PI_TP,,ISO-32097 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-PMC-08-832,PI_TP,,ISO-32097 0002TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
3000-03,PI,3000-03-SG-09-822,PI_TP,,ISO-15035  B7-2H-GALV-1.3/8x390   20PCS,MATERIAL SHORTAGE
3000-03,PI,3000-03-SG-09-822,PI_TP,,ISO-15035  B7-2H-GALV-1.3/8x390   6PCS,MATERIAL SHORTAGE
3000-04,PI,3000-04-HG-01-041,PI_TP,,ISO-50030  601504F-3   1PCS,MATERIAL SHORTAGE
3000-04,PI,3000-04-HG-01-041,PI_TP,,ISO-50030 0008|HOLD MATERIAL|601504F-3,HOLD MATERIAL
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-13025 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-13025 0001BTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-22025 0014TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-25062 0017TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-25063 0020TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-26036 0019TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-26037 0023TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-27021 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-29029 0007TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-30037 0012TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-30038 0012TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-30039 0004TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-32090 0033TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-33018 0013TN|HOLD MATERIAL|893003Q-3/4,HOLD MATERIAL
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34107 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34108 0017TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34111 0010TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34112 0015TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34113 0021TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34114 0003TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-35027 0007TN|HOLD MATERIAL|893003Q-3/4,HOLD MATERIAL
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-36064 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-38023 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-40020 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-42018 0013TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-43009 0007TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-44010 0015TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-45089 0013TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-46034 0011TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-46036 0020TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-47017 0017TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-48127 0011TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-49036 0032TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-50038 0012TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-50039 0010TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-51031 0018TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-33018  893003Q-3/4   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-22025  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-34113  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-46034  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-46036  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-25063  893012M-4   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-26037  893012M-4   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-02-174,PI_TP,,ISO-30039  893012Q-3   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-08-958,PI_TP,,ISO-39053 0011TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-08-958,PI_TP,,ISO-39054 0011TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-09-978,PI_TP,,ISO-37083 0019TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-10-979,PI_TP,,ISO-31118 0025TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-10-979,PI_TP,,ISO-31118 0034TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-10-979,PI_TP,,ISO-31118 0048TN|TIE IN JOINT (PUNCH C)|PUNCH C,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-12-981,PI_TP,,ISO-46035 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-12-981,PI_TP,,ISO-46037 0001ATN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-12-981,PI_TP,,ISO-46035  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-12-981,PI_TP,,ISO-46037  893003Q-1.1/2   1PCS,MATERIAL SHORTAGE
4000-01,PI,4000-01-N-13-982,PI_TP,,ISO-37081 0021TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-01,PI,4000-01-N-14-1090,PI_TP,,ISO-46041 0001|HOLD MATERIAL|620445A-1.1/2,HOLD MATERIAL
4000-01,PI,4000-01-N-14-1090,PI_TP,,ISO-46041 0002|HOLD MATERIAL|620445A-1.1/2,HOLD MATERIAL
4000-02,PI,4000-02-BFW-01-802,PI_TP,,ISO-16117 0001TN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-02,PI,4000-02-BFW-01-802,PI_TP,,ISO-16117 0002CMTN|TIE IN JOINT,HOLD SEQ. REAINSTATE
4000-02,PI,4000-02-HHPS-01-251,PI_TP,,ISO-34037 0014TN|HOLD MATERIAL|610447E-1.1/2,HOLD MATERIAL
4000-02,PI,4000-02-HHPS-01-251,PI_TP,,ISO-34037 0015TN|HOLD MATERIAL|610447E-1.1/2,HOLD MATERIAL
4000-02,PI,4000-02-HHPS-01-251,PI_TP,,ISO-21015  850557Q-1/2   1PCS,MATERIAL SHORTAGE
4000-02,PI,4000-02-HHPS-01-251,PI_TP,,ISO-34039  850557Q-1/2   1PCS,MATERIAL SHORTAGE
4000-02,PI,4000-02-HHPS-01-251,PI_TP,,ISO-34037  610447E-1.1/2   1PCS,MATERIAL SHORTAGE
